"Date","Store","IsHoliday","Temperature","Fuel_Price","MarkDown1","MarkDown2","MarkDown3","MarkDown4","MarkDown5","CPI","Unemployment","Type","Size","Weekly_Sales"
"01/04/2011",40,"FALSE","28.6","3.638","NA","NA","NA","NA","NA","134.0682581","4.781","A","155083",841889.08
"01/04/2011",41,"FALSE","38.16","3.461","NA","NA","NA","NA","NA","192.2691707","6.934","A","196321",1179125.48
"01/04/2011",42,"FALSE","67.64","3.772","NA","NA","NA","NA","NA","128.7199355","8.494","C","39690",508432.17
"01/04/2011",43,"FALSE","67.79","3.524","NA","NA","NA","NA","NA","206.6733111","10.581","C","41062",611585.54
"01/04/2011",44,"FALSE","42.49","3.487","NA","NA","NA","NA","NA","128.7199355","6.906","C","39910",281514.26
"01/04/2011",45,"FALSE","37.27","3.638","NA","NA","NA","NA","NA","185.1790167","8.521","B","118221",712425.76
"01/06/2012",1,"FALSE","77.95","3.501","6086.21","12","370.51","148.75","3690.85","221.7472139","7.143","A","151315",1624477.58
"01/06/2012",2,"FALSE","78.38","3.501","13091.33","21","245.37","2993.15","5521.72","221.3852748","6.891","A","202307",1910092.37
"01/06/2012",3,"FALSE","81.55","3.501","2664.55","10","220.03","618.49","1940.77","225.2518313","6.664","B","37392",432268.53
"01/06/2012",4,"FALSE","77.41","3.483","10165.22","8.6","47.93","2676.33","4896.34","130.9592258","4.308","A","205863",2179360.94
"01/06/2012",5,"FALSE","79.72","3.501","2840.78","NA","41.58","393.41","2114","222.3343277","5.801","B","34875",359867.8
"01/06/2012",6,"FALSE","80.39","3.501","8267.68","16","441.83","1904.81","3517.55","223.3539397","5.964","A","202505",1681121.38
"01/06/2012",7,"FALSE","55.06","3.764","2427.12","NA","98.67","1349.72","2112.74","197.6218954","8.09","B","70713",598495.02
"01/06/2012",8,"FALSE","78.31","3.501","11578.32","41.6","58.17","1319.45","2044.72","225.300865","5.679","A","155078",921161.2
"01/06/2012",9,"FALSE","80.26","3.501","2542.14","35.6","76.8","374.37","3413.57","225.4946078","5.539","B","125833",583648.59
"01/06/2012",10,"FALSE","80.06","4.277","11614.41","NA","172.39","2945.55","1528.02","130.9592258","7.382","B","126512",1767471.48
"01/06/2012",11,"FALSE","81.67","3.501","8172.36","79.6","126.72","1785.38","4232.48","225.2518313","6.664","A","207499",1361595.33
"01/06/2012",12,"FALSE","78.11","4.277","7512.07","NA","43.71","3666.37","4109.01","130.9592258","11.627","B","112238",981345.2
"01/06/2012",13,"FALSE","61.11","3.788","8868.86","123","37.87","3793.73","6276.31","130.9592258","5.965","A","219622",2035431.39
"01/06/2012",14,"FALSE","74.48","3.742","7765.54","11","185.64","2473.3","2603.92","191.0091712","8.567","A","200898",2049485.49
"01/06/2012",15,"FALSE","67.61","3.915","3762","22.8","41.98","1170.77","2160.94","138.1138065","8.15","B","123737",663971.26
"01/06/2012",16,"FALSE","58.97","3.764","4078.25","22.4","60.41","98.46","968.96","197.6218954","6.169","B","57197",532311.93
"01/06/2012",17,"FALSE","54.13","3.788","3996.22","25","31.8","1667.66","881.3","130.9592258","6.235","B","93188",938914.28
"01/06/2012",18,"FALSE","71.42","3.798","13525.26","1.2","36.26","1889.92","1629.62","138.1138065","8.304","B","120653",1118313.7
"01/06/2012",19,"FALSE","68.18","3.915","8247.79","36.2","100.6","2171.48","4578.85","138.1138065","8.15","A","203819",1450733.29
"01/06/2012",20,"FALSE","73.67","3.742","12240.61","17.4","82.98","3560.21","3373.36","214.5513278","7.139","A","203742",2143126.59
"01/06/2012",21,"FALSE","79.24","3.501","11678.88","NA","60.71","3660.14","3630.08","221.3852748","6.891","B","140167",695439.83
"01/06/2012",22,"FALSE","70.01","3.798","16432.28","7.6","73.36","3723.8","3331.57","142.1095438","7.671","B","119557",1102857.37
"01/06/2012",23,"FALSE","66.22","3.798","4238.85","92.2","61.64","1401.23","2312.38","138.1138065","4.125","B","114533",1476144.34
"01/06/2012",24,"FALSE","71.79","3.915","5320.71","42.2","204.43","883.54","2374.74","138.1138065","8.983","A","203819",1467722.19
"01/06/2012",25,"FALSE","69.54","3.742","6667.97","38.4","40.85","544.94","2765.31","214.5513278","7.139","B","128107",694765.95
"01/06/2012",26,"FALSE","58.51","3.798","4810.9","3","110.44","662.3","2964.12","138.1138065","7.489","A","152513",1015853.03
"01/06/2012",27,"FALSE","73.4","3.915","10283.49","31.2","245.41","4069.79","2775.35","142.1095438","8.253","A","204184",1900638.6
"01/06/2012",28,"FALSE","78.11","4.277","15488.5","NA","72","3872.89","5319.68","130.9592258","11.627","A","206302",1245480.95
"01/06/2012",29,"FALSE","70.01","3.798","8940.48","NA","63.86","885.58","2768.33","138.1138065","9.14","B","93638",576252.35
"01/06/2012",30,"FALSE","79.24","3.501","553.39","NA","NA","NA","7048.24","221.3852748","6.891","C","42988",427021.18
"01/06/2012",31,"FALSE","79.24","3.501","10969.38","NA","378.31","2706.46","3236.46","221.3852748","6.891","A","203750",1404516.29
"01/06/2012",32,"FALSE","62.84","3.764","8570.33","55","181.13","669.55","2634.77","197.6218954","8.09","A","203007",1157557.79
"01/06/2012",33,"FALSE","83.57","4.277","1603.57","NA","NA","NA","867.15","130.9592258","7.396","A","39690",261131.09
"01/06/2012",34,"FALSE","70.41","3.483","10054.19","NA","128.85","87.9","5049.13","130.9592258","9.575","A","158114",977062.44
"01/06/2012",35,"FALSE","73.4","3.742","12469.08","NA","9.66","3040.28","5859.48","142.1095438","8.876","B","103681",932195.52
"01/06/2012",36,"FALSE","80.74","3.567","187.88","NA","NA","4.02","1674.5","220.4322099","6.989","A","39910",306005.53
"01/06/2012",37,"FALSE","80.74","3.501","57.81","NA","NA","NA","1268.73","220.4322099","6.989","C","39910",531811.85
"01/06/2012",38,"FALSE","78.11","4.277","65.36","NA","0.6","NA","886.6","130.9592258","11.627","C","39690",435579.7
"01/06/2012",39,"FALSE","80.33","3.501","8200.12","5.8","64.71","1772.73","9316.5","220.4322099","6.989","A","184109",1640476.77
"01/06/2012",40,"FALSE","64.75","3.798","4641.39","30.6","50.93","420.22","1627.19","138.1138065","4.125","A","155083",1037464.27
"01/06/2012",41,"FALSE","57.29","3.764","9160.25","-2","127.56","1850.68","2652.68","197.6218954","6.547","A","196321",1374891.36
"01/06/2012",42,"FALSE","80.06","4.277","609.75","NA","1.1","43.67","726.34","130.9592258","7.382","C","39690",521953.78
"01/06/2012",43,"FALSE","80.89","3.501","290.87","NA","0.8","NA","725.1","213.1719747","9.575","C","41062",605078.62
"01/06/2012",44,"FALSE","61.11","3.788","375.61","NA","NA","NA","686.9","130.9592258","5.621","C","39910",323410.94
"01/06/2012",45,"FALSE","74.48","3.742","10643.62","48.2","201.56","2599.35","1856.97","191.0091712","8.567","B","118221",837144.63
"01/07/2011",1,"FALSE","85.55","3.524","NA","NA","NA","NA","NA","215.1841368","7.962","A","151315",1488538.09
"01/07/2011",2,"FALSE","85.69","3.524","NA","NA","NA","NA","NA","214.8368678","7.852","A","202307",1866243
"01/07/2011",3,"FALSE","85.1","3.524","NA","NA","NA","NA","NA","218.5467052","7.567","B","37392",368962.72
"01/07/2011",4,"FALSE","84.54","3.504","NA","NA","NA","NA","NA","129.0894","5.644","A","205863",2051533.53
"01/07/2011",5,"FALSE","85.81","3.524","NA","NA","NA","NA","NA","215.7474537","6.529","B","34875",327093.89
"01/07/2011",6,"FALSE","87","3.524","NA","NA","NA","NA","NA","216.7257388","6.925","A","202505",1694551.15
"01/07/2011",7,"FALSE","58.54","3.597","NA","NA","NA","NA","NA","193.0930552","8.622","B","70713",704344.21
"01/07/2011",8,"FALSE","87.26","3.524","NA","NA","NA","NA","NA","218.5937514","6.425","A","155078",883683.35
"01/07/2011",9,"FALSE","89.14","3.524","NA","NA","NA","NA","NA","218.7796415","6.404","B","125833",537064.03
"01/07/2011",10,"FALSE","95.36","3.842","NA","NA","NA","NA","NA","129.0894","8.257","B","126512",1751369.75
"01/07/2011",11,"FALSE","86.43","3.524","NA","NA","NA","NA","NA","218.5467052","7.567","A","207499",1297472.06
"01/07/2011",12,"FALSE","89.85","3.842","NA","NA","NA","NA","NA","129.0894","13.503","B","112238",961993.34
"01/07/2011",13,"FALSE","74.29","3.613","NA","NA","NA","NA","NA","129.0894","6.877","A","219622",2048035.74
"01/07/2011",14,"FALSE","74.04","3.748","NA","NA","NA","NA","NA","185.9119885","8.625","A","200898",2074668.19
"01/07/2011",15,"FALSE","67.43","3.916","NA","NA","NA","NA","NA","135.4468","7.806","B","123737",674669.16
"01/07/2011",16,"FALSE","63.59","3.597","NA","NA","NA","NA","NA","193.0930552","6.338","B","57197",608737.56
"01/07/2011",17,"FALSE","67.39","3.613","NA","NA","NA","NA","NA","129.0894","6.745","B","93188",940554.34
"01/07/2011",18,"FALSE","69.75","3.815","NA","NA","NA","NA","NA","135.4468","8.89","B","120653",1087051.26
"01/07/2011",19,"FALSE","67.64","3.916","NA","NA","NA","NA","NA","135.4468","7.806","A","203819",1462731.93
"01/07/2011",20,"FALSE","69.66","3.748","NA","NA","NA","NA","NA","208.3346432","7.274","A","203742",2053165.41
"01/07/2011",21,"FALSE","87.57","3.524","NA","NA","NA","NA","NA","214.8368678","7.852","B","140167",784639.12
"01/07/2011",22,"FALSE","70.8","3.815","NA","NA","NA","NA","NA","139.36375","8.023","B","119557",1077491.68
"01/07/2011",23,"FALSE","65.65","3.815","NA","NA","NA","NA","NA","135.4468","4.584","B","114533",1492507.44
"01/07/2011",24,"FALSE","70.27","3.916","NA","NA","NA","NA","NA","135.4468","8.358","A","203819",1445596.61
"01/07/2011",25,"FALSE","66.61","3.748","NA","NA","NA","NA","NA","208.3346432","7.274","B","128107",706206.86
"01/07/2011",26,"FALSE","59.89","3.815","NA","NA","NA","NA","NA","135.4468","7.767","A","152513",1070119.09
"01/07/2011",27,"FALSE","73.76","3.916","NA","NA","NA","NA","NA","139.36375","7.85","A","204184",1949983.93
"01/07/2011",28,"FALSE","89.85","3.842","NA","NA","NA","NA","NA","129.0894","13.503","A","206302",1319054.57
"01/07/2011",29,"FALSE","70.8","3.815","NA","NA","NA","NA","NA","135.4468","9.863","B","93638",567114.6
"01/07/2011",30,"FALSE","87.57","3.524","NA","NA","NA","NA","NA","214.8368678","7.852","C","42988",428782.38
"01/07/2011",31,"FALSE","87.57","3.524","NA","NA","NA","NA","NA","214.8368678","7.852","A","203750",1371889.27
"01/07/2011",32,"FALSE","72.86","3.597","NA","NA","NA","NA","NA","193.0930552","8.622","A","203007",1199845.29
"01/07/2011",33,"FALSE","98.43","3.842","NA","NA","NA","NA","NA","129.0894","8.442","A","39690",226702.36
"01/07/2011",34,"FALSE","81.96","3.504","NA","NA","NA","NA","NA","129.0894","10.641","A","158114",911106.22
"01/07/2011",35,"FALSE","73.76","3.748","NA","NA","NA","NA","NA","139.36375","8.684","B","103681",874453.88
"01/07/2011",36,"FALSE","85.33","3.502","NA","NA","NA","NA","NA","213.9324122","8.177","A","39910",354270.77
"01/07/2011",37,"FALSE","85.33","3.524","NA","NA","NA","NA","NA","213.9324122","8.177","C","39910",517021.3
"01/07/2011",38,"FALSE","89.85","3.842","NA","NA","NA","NA","NA","129.0894","13.503","C","39690",387334.04
"01/07/2011",39,"FALSE","84.93","3.524","NA","NA","NA","NA","NA","213.9324122","8.177","A","184109",1429829.36
"01/07/2011",40,"FALSE","65.25","3.815","NA","NA","NA","NA","NA","135.4468","4.584","A","155083",1048866.3
"01/07/2011",41,"FALSE","67.01","3.597","NA","NA","NA","NA","NA","193.0930552","6.901","A","196321",1333347.78
"01/07/2011",42,"FALSE","95.36","3.842","NA","NA","NA","NA","NA","129.0894","8.257","C","39690",506343.83
"01/07/2011",43,"FALSE","91.36","3.524","NA","NA","NA","NA","NA","207.0288571","10.641","C","41062",586781.78
"01/07/2011",44,"FALSE","74.29","3.613","NA","NA","NA","NA","NA","129.0894","6.56","C","39910",315273.08
"01/07/2011",45,"FALSE","74.04","3.748","NA","NA","NA","NA","NA","185.9119885","8.625","B","118221",791495.25
"01/10/2010",1,"FALSE","71.89","2.603","NA","NA","NA","NA","NA","211.6719895","7.838","A","151315",1453329.5
"01/10/2010",2,"FALSE","69.24","2.603","NA","NA","NA","NA","NA","211.3298742","8.163","A","202307",1827440.43
"01/10/2010",3,"FALSE","73.6","2.603","NA","NA","NA","NA","NA","214.9846548","7.564","B","37392",358784.1
"01/10/2010",4,"FALSE","63.96","2.619","NA","NA","NA","NA","NA","126.2346","7.127","A","205863",1842821.02
"01/10/2010",5,"FALSE","71.1","2.603","NA","NA","NA","NA","NA","212.2269463","6.768","B","34875",283178.12
"01/10/2010",6,"FALSE","70.69","2.603","NA","NA","NA","NA","NA","213.1907129","7.007","A","202505",1328468.89
"01/10/2010",7,"FALSE","49.99","2.759","NA","NA","NA","NA","NA","190.6738241","9.137","B","70713",448998.73
"01/10/2010",8,"FALSE","68.7","2.603","NA","NA","NA","NA","NA","215.0310029","6.433","A","155078",804105.49
"01/10/2010",9,"FALSE","69.08","2.603","NA","NA","NA","NA","NA","215.2141341","6.56","B","125833",495692.19
"01/10/2010",10,"FALSE","86.01","3.001","NA","NA","NA","NA","NA","126.2346","9.003","B","126512",1645892.97
"01/10/2010",11,"FALSE","75.11","2.603","NA","NA","NA","NA","NA","214.9846548","7.564","A","207499",1182490.46
"01/10/2010",12,"FALSE","85.2","3.001","NA","NA","NA","NA","NA","126.2346","14.313","B","112238",850936.26
"01/10/2010",13,"FALSE","68.74","2.853","NA","NA","NA","NA","NA","126.2346","7.795","A","219622",1765584.48
"01/10/2010",14,"FALSE","70.58","2.707","NA","NA","NA","NA","NA","182.7168385","8.724","A","200898",1855703.66
"01/10/2010",15,"FALSE","59.69","2.84","NA","NA","NA","NA","NA","132.7568","8.067","B","123737",566945.95
"01/10/2010",16,"FALSE","59.39","2.759","NA","NA","NA","NA","NA","190.6738241","6.986","B","57197",463977.54
"01/10/2010",17,"FALSE","60.07","2.853","NA","NA","NA","NA","NA","126.2346","6.885","B","93188",829207.27
"01/10/2010",18,"FALSE","67.76","2.717","NA","NA","NA","NA","NA","132.7568","9.331","B","120653",948977.5
"01/10/2010",19,"FALSE","59.91","2.84","NA","NA","NA","NA","NA","132.7568","8.067","A","203819",1379456.3
"01/10/2010",20,"FALSE","61.08","2.707","NA","NA","NA","NA","NA","204.8850973","7.484","A","203742",1933719.21
"01/10/2010",21,"FALSE","70.28","2.603","NA","NA","NA","NA","NA","211.3298742","8.163","B","140167",677158.39
"01/10/2010",22,"FALSE","69.31","2.717","NA","NA","NA","NA","NA","136.6297571","8.572","B","119557",905987.17
"01/10/2010",23,"FALSE","62.07","2.717","NA","NA","NA","NA","NA","132.7568","5.287","B","114533",1129909.44
"01/10/2010",24,"FALSE","66.88","2.84","NA","NA","NA","NA","NA","132.7568","8.275","A","203819",1215273.2
"01/10/2010",25,"FALSE","57.56","2.707","NA","NA","NA","NA","NA","204.8850973","7.484","B","128107",658640.14
"01/10/2010",26,"FALSE","57.8","2.717","NA","NA","NA","NA","NA","132.7568","8.149","A","152513",923221.52
"01/10/2010",27,"FALSE","70.19","2.84","NA","NA","NA","NA","NA","136.6297571","8.021","A","204184",1543532.83
"01/10/2010",28,"FALSE","85.2","3.001","NA","NA","NA","NA","NA","126.2346","14.313","A","206302",1203080.41
"01/10/2010",29,"FALSE","69.31","2.717","NA","NA","NA","NA","NA","132.7568","10.524","B","93638",474698.01
"01/10/2010",30,"FALSE","70.28","2.603","NA","NA","NA","NA","NA","211.3298742","8.163","C","42988",445475.3
"01/10/2010",31,"FALSE","70.28","2.603","NA","NA","NA","NA","NA","211.3298742","8.163","A","203750",1213981.64
"01/10/2010",32,"FALSE","66.14","2.759","NA","NA","NA","NA","NA","190.6738241","9.137","A","203007",1061089.56
"01/10/2010",33,"FALSE","91.45","3.001","NA","NA","NA","NA","NA","126.2346","9.265","A","39690",224294.39
"01/10/2010",34,"FALSE","70.13","2.619","NA","NA","NA","NA","NA","126.2346","10.21","A","158114",865709.11
"01/10/2010",35,"FALSE","70.19","2.707","NA","NA","NA","NA","NA","136.6297571","8.763","B","103681",771065.21
"01/10/2010",36,"FALSE","74.66","2.567","NA","NA","NA","NA","NA","210.4404433","8.476","A","39910",422169.47
"01/10/2010",37,"FALSE","74.66","2.603","NA","NA","NA","NA","NA","210.4404433","8.476","C","39910",529877.93
"01/10/2010",38,"FALSE","85.2","3.001","NA","NA","NA","NA","NA","126.2346","14.313","C","39690",360256.58
"01/10/2010",39,"FALSE","72.74","2.603","NA","NA","NA","NA","NA","210.4404433","8.476","A","184109",1219583.91
"01/10/2010",40,"FALSE","62.01","2.717","NA","NA","NA","NA","NA","132.7568","5.287","A","155083",891152.33
"01/10/2010",41,"FALSE","62.67","2.759","NA","NA","NA","NA","NA","190.6738241","7.508","A","196321",1109216.35
"01/10/2010",42,"FALSE","86.01","3.001","NA","NA","NA","NA","NA","126.2346","9.003","C","39690",481523.93
"01/10/2010",43,"FALSE","77.93","2.603","NA","NA","NA","NA","NA","203.5934286","10.21","C","41062",657108.77
"01/10/2010",44,"FALSE","68.74","2.853","NA","NA","NA","NA","NA","126.2346","7.61","C","39910",300152.45
"01/10/2010",45,"FALSE","70.58","2.707","NA","NA","NA","NA","NA","182.7168385","8.724","B","118221",690007.76
"02/03/2012",1,"FALSE","60.96","3.63","15441.4","1569","10.8","25390.88","8067.61","220.8480454","7.348","A","151315",1688420.76
"02/03/2012",2,"FALSE","58.79","3.63","23901.27","2144.7","9","9799.63","4929.53","220.4866886","7.057","A","202307",1952555.66
"02/03/2012",3,"FALSE","61.65","3.63","3552.58","601.32","NA","2666.22","1524.87","224.3470245","6.833","B","37392",469752.56
"02/03/2012",4,"FALSE","50.38","3.619","18564.88","1394.86","32.93","10714.6","3592.82","130.6457931","4.607","A","205863",2206319.9
"02/03/2012",5,"FALSE","60.66","3.63","6172.7","123.32","1","3063.26","1213.59","221.4342146","5.943","B","34875",359206.21
"02/03/2012",6,"FALSE","60.32","3.63","20243.99","618.72","14.35","9687.4","4968.92","222.4521862","6.132","A","202505",1550385.65
"02/03/2012",7,"FALSE","21.64","3.191","41848.34","2326.08","139.2","15505","1348.86","196.9565303","8.256","B","70713",551058.13
"02/03/2012",8,"FALSE","50.95","3.63","19521.45","1000.19","0.6","5819.37","3641.54","224.3959793","5.825","A","155078",952264.91
"02/03/2012",9,"FALSE","57.2","3.63","6268.15","154.97","NA","3557.17","1878.44","224.5894104","5.667","B","125833",619498.28
"02/03/2012",10,"FALSE","57.62","3.882","22685.06","152.91","48.76","5831.75","2808.95","130.6457931","7.545","B","126512",1990371.02
"02/03/2012",11,"FALSE","62.61","3.63","16404.25","1191.27","7.03","11524.7","4400.35","224.3470245","6.833","A","207499",1438383.44
"02/03/2012",12,"FALSE","52.27","4.178","15046.69","2131.62","12.84","4574.95","3428.27","130.6457931","12.187","B","112238",1147636.96
"02/03/2012",13,"FALSE","32.36","3.242","25204.67","2436.75","167.88","16066.76","7289.69","130.6457931","6.104","A","219622",1969742.76
"02/03/2012",14,"FALSE","41.55","3.816","20212.56","1991.38","46.67","11970.8","6876.57","190.1714927","8.424","A","200898",1926004.99
"02/03/2012",15,"FALSE","33.24","3.983","11611.99","1749.22","27.4","7977.5","2327.04","137.4238966","7.943","B","123737",541292.64
"02/03/2012",16,"FALSE","23.4","3.191","8501.55","871.52","NA","2066.16","3207.63","196.9565303","6.162","B","57197",464189.09
"02/03/2012",17,"FALSE","26.28","3.242","14469.08","1163.89","37.38","8771.3","2237.79","130.6457931","6.403","B","93188",856178.47
"02/03/2012",18,"FALSE","33.59","3.827","26970.65","2430.78","152.58","28367.78","3625.67","137.4238966","8.075","B","120653",1047178.91
"02/03/2012",19,"FALSE","34.83","3.983","28177.29","3485.95","22.78","31324.8","2851.55","137.4238966","7.943","A","203819",1308977.05
"02/03/2012",20,"FALSE","39.98","3.816","34117.01","3200.31","6","22275.03","4989.3","213.6718127","6.961","A","203742",2148822.76
"02/03/2012",21,"FALSE","59.3","3.63","14017.62","1076.98","7.07","8891.83","3182.63","220.4866886","7.057","B","140167",764385.4
"02/03/2012",22,"FALSE","37.47","3.827","28298.18","3333.76","89.58","25615.48","3141.76","141.3875357","7.503","B","119557",974866.65
"02/03/2012",23,"FALSE","25.91","3.827","29917.01","4311.34","32.93","23421.73","2723","137.4238966","4.261","B","114533",1322852.2
"02/03/2012",24,"FALSE","35.36","3.983","5903.53","3495.48","18.15","110.37","3688.64","137.4238966","8.659","A","203819",1213994.39
"02/03/2012",25,"FALSE","36.01","3.816","14860.09","3050.12","21.38","12085.01","1327.97","213.6718127","6.961","B","128107",643155.89
"02/03/2012",26,"FALSE","22.49","3.827","20215.36","1400.8","7.35","15485.84","2581.11","137.4238966","7.467","A","152513",955641.74
"02/03/2012",27,"FALSE","40.07","3.983","28652.29","3088.37","109.25","35364.08","4464.45","141.3875357","8.009","A","204184",1509323.09
"02/03/2012",28,"FALSE","52.27","4.178","23765.08","872.4","3.5","12645.96","4736.14","130.6457931","12.187","A","206302",1451740.57
"02/03/2012",29,"FALSE","37.47","3.827","12783.88","800.94","1.09","6884.75","1699.2","137.4238966","8.988","B","93638",500801.72
"02/03/2012",30,"FALSE","59.3","3.63","1080.76","0.02","1.39","63.5","1031.3","220.4866886","7.057","C","42988",438640.61
"02/03/2012",31,"FALSE","59.3","3.63","21236.34","1039.56","26.38","11668.85","7948.31","220.4866886","7.057","A","203750",1427881.22
"02/03/2012",32,"FALSE","33.4","3.191","11929.81","4330.7","10.1","14296.7","2785.63","196.9565303","8.256","A","203007",1153332.89
"02/03/2012",33,"FALSE","60.91","3.882","460.73","24.96","NA","NA","2045.14","130.6457931","7.603","A","39690",248051.53
"02/03/2012",34,"FALSE","42.74","3.619","9511.41","469.84","2.8","6593.25","4281.12","130.6457931","9.653","A","158114",990263.7
"02/03/2012",35,"FALSE","40.07","3.816","31880.88","1775.2","84.02","26264.78","1609.25","141.3875357","8.744","B","103681",766571.1
"02/03/2012",36,"FALSE","64.54","3.619","512.15","0.02","NA","NA","2359.78","219.5340975","7.244","A","39910",315396.72
"02/03/2012",37,"FALSE","64.54","3.63","892.47","18.92","2.9","NA","3369.86","219.5340975","7.244","C","39910",525559.17
"02/03/2012",38,"FALSE","52.27","4.178","1895.3","5.9","3.93","68.88","3186.15","130.6457931","12.187","C","39690",471115.38
"02/03/2012",39,"FALSE","64.05","3.63","22838.35","998.95","7.2","5781.24","12907.82","219.5340975","7.244","A","184109",1453047.02
"02/03/2012",40,"FALSE","23.79","3.827","15284.47","1338.94","NA","14210.79","2121.92","137.4238966","4.261","A","155083",927732.02
"02/03/2012",41,"FALSE","27.39","3.191","11028.34","3211.73","21","15693.13","1736.73","196.9565303","6.589","A","196321",1239813.26
"02/03/2012",42,"FALSE","57.62","3.882","441.4","10.78","1.96","NA","1511.43","130.6457931","7.545","C","39690",585895.34
"02/03/2012",43,"FALSE","56.43","3.63","346.74","2.56","15.84","NA","1429.73","212.3180074","9.653","C","41062",693249.98
